id,province,provinceEn,district,districtEn,subdistrict,subdistrictEn,postalCode,provinceSlug,districtSlug,subdistrictSlug
702,ขอนแก่น,Khon Kaen,เมืองขอนแก่น,Mueang Khon Kaen,สำราญ,Samran,40000,khon-kaen,mueang-khon-kaen,samran
703,ขอนแก่น,Khon Kaen,เมืองขอนแก่น,Mueang Khon Kaen,หนองตูม,Nong Tum,40000,khon-kaen,mueang-khon-kaen,nong-tum
704,ขอนแก่น,Khon Kaen,เวียงเก่า,Wiang Kao,เขาน้อย,Khao Noi,40150,khon-kaen,wiang-kao,khao-noi
705,ขอนแก่น,Khon Kaen,เวียงเก่า,Wiang Kao,ในเมือง,Nai Mueang,40150,khon-kaen,wiang-kao,nai-mueang
706,ขอนแก่น,Khon Kaen,เวียงเก่า,Wiang Kao,เมืองเก่าพัฒนา,Mueang Kao Phatthana,40150,khon-kaen,wiang-kao,mueang-kao-phatthana
707,ขอนแก่น,Khon Kaen,แวงน้อย,Waeng Noi,ก้านเหลือง,Kan Lueang,40230,khon-kaen,waeng-noi,kan-lueang
708,ขอนแก่น,Khon Kaen,แวงน้อย,Waeng Noi,ทางขวาง,Thang Khwang,40230,khon-kaen,waeng-noi,thang-khwang
709,ขอนแก่น,Khon Kaen,แวงน้อย,Waeng Noi,ท่านางแนว,Tha Nang Naeo,40230,khon-kaen,waeng-noi,tha-nang-naeo
710,ขอนแก่น,Khon Kaen,แวงน้อย,Waeng Noi,ท่าวัด,Tha Wat,40230,khon-kaen,waeng-noi,tha-wat
711,ขอนแก่น,Khon Kaen,แวงน้อย,Waeng Noi,ละหานนา,Lahan Na,40230,khon-kaen,waeng-noi,lahan-na
712,ขอนแก่น,Khon Kaen,แวงน้อย,Waeng Noi,แวงน้อย,Waeng Noi,40230,khon-kaen,waeng-noi,waeng-noi
713,ขอนแก่น,Khon Kaen,แวงใหญ่,Waeng Yai,คอนฉิม,Khon Chim,40330,khon-kaen,waeng-yai,khon-chim
714,ขอนแก่น,Khon Kaen,แวงใหญ่,Waeng Yai,โนนทอง,Non Thong,40330,khon-kaen,waeng-yai,non-thong
715,ขอนแก่น,Khon Kaen,แวงใหญ่,Waeng Yai,โนนสะอาด,Non Sa-at,40330,khon-kaen,waeng-yai,non-sa-at
716,ขอนแก่น,Khon Kaen,แวงใหญ่,Waeng Yai,แวงใหญ่,Waeng Yai,40330,khon-kaen,waeng-yai,waeng-yai
717,ขอนแก่น,Khon Kaen,แวงใหญ่,Waeng Yai,ใหม่นาเพียง,Mai Na Phiang,40330,khon-kaen,waeng-yai,mai-na-phiang
718,ขอนแก่น,Khon Kaen,สีชมพู,Si Chomphu,ซำยาง,Sam Yang,40220,khon-kaen,si-chomphu,sam-yang
719,ขอนแก่น,Khon Kaen,สีชมพู,Si Chomphu,ดงลาน,Dong Lan,40220,khon-kaen,si-chomphu,dong-lan
720,ขอนแก่น,Khon Kaen,สีชมพู,Si Chomphu,นาจาน,Na Chan,40220,khon-kaen,si-chomphu,na-chan
721,ขอนแก่น,Khon Kaen,สีชมพู,Si Chomphu,บริบูรณ์,Boribun,40220,khon-kaen,si-chomphu,boribun
722,ขอนแก่น,Khon Kaen,สีชมพู,Si Chomphu,บ้านใหม่,Ban Mai,40220,khon-kaen,si-chomphu,ban-mai
723,ขอนแก่น,Khon Kaen,สีชมพู,Si Chomphu,ภูห่าน,Phu Han,40220,khon-kaen,si-chomphu,phu-han
724,ขอนแก่น,Khon Kaen,สีชมพู,Si Chomphu,วังเพิ่ม,Wang Phoem,40220,khon-kaen,si-chomphu,wang-phoem
725,ขอนแก่น,Khon Kaen,สีชมพู,Si Chomphu,ศรีสุข,Si Suk,40220,khon-kaen,si-chomphu,si-suk
726,ขอนแก่น,Khon Kaen,สีชมพู,Si Chomphu,สีชมพู,Si Chomphu,40220,khon-kaen,si-chomphu,si-chomphu
727,ขอนแก่น,Khon Kaen,สีชมพู,Si Chomphu,หนองแดง,Nong Daeng,40220,khon-kaen,si-chomphu,nong-daeng
728,ขอนแก่น,Khon Kaen,หนองนาคำ,Nong Na Kham,กุดธาตุ,Kut That,40150,khon-kaen,nong-na-kham,kut-that
729,ขอนแก่น,Khon Kaen,หนองนาคำ,Nong Na Kham,ขนวน,Khanuan,40150,khon-kaen,nong-na-kham,khanuan
730,ขอนแก่น,Khon Kaen,หนองนาคำ,Nong Na Kham,บ้านโคก,Ban Khok,40150,khon-kaen,nong-na-kham,ban-khok
731,ขอนแก่น,Khon Kaen,หนองเรือ,Nong Ruea,กุดกว้าง,Kut Kwang,40210,khon-kaen,nong-ruea,kut-kwang
732,ขอนแก่น,Khon Kaen,หนองเรือ,Nong Ruea,จระเข้,Chorakhe,40240,khon-kaen,nong-ruea,chorakhe
733,ขอนแก่น,Khon Kaen,หนองเรือ,Nong Ruea,โนนทอง,Non Thong,40210,khon-kaen,nong-ruea,non-thong
734,ขอนแก่น,Khon Kaen,หนองเรือ,Nong Ruea,โนนทัน,Non Than,40210,khon-kaen,nong-ruea,non-than
735,ขอนแก่น,Khon Kaen,หนองเรือ,Nong Ruea,โนนสะอาด,Non Sa-at,40210,khon-kaen,nong-ruea,non-sa-at
736,ขอนแก่น,Khon Kaen,หนองเรือ,Nong Ruea,บ้านกง,Ban Kong,40240,khon-kaen,nong-ruea,ban-kong
737,ขอนแก่น,Khon Kaen,หนองเรือ,Nong Ruea,บ้านผือ,Ban Phue,40240,khon-kaen,nong-ruea,ban-phue
738,ขอนแก่น,Khon Kaen,หนองเรือ,Nong Ruea,บ้านเม็ง,Ban Meng,40210,khon-kaen,nong-ruea,ban-meng
739,ขอนแก่น,Khon Kaen,หนองเรือ,Nong Ruea,ยางคำ,Yang Kham,40240,khon-kaen,nong-ruea,yang-kham
740,ขอนแก่น,Khon Kaen,หนองเรือ,Nong Ruea,หนองเรือ,Nong Ruea,40210,khon-kaen,nong-ruea,nong-ruea
741,ขอนแก่น,Khon Kaen,หนองสองห้อง,Nong Song Hong,คึมชาด,Khuemchat,40190,khon-kaen,nong-song-hong,khuemchat
742,ขอนแก่น,Khon Kaen,หนองสองห้อง,Nong Song Hong,ดงเค็ง,Dong Kheng,40190,khon-kaen,nong-song-hong,dong-kheng
743,ขอนแก่น,Khon Kaen,หนองสองห้อง,Nong Song Hong,ดอนดั่ง,Don Dang,40190,khon-kaen,nong-song-hong,don-dang
744,ขอนแก่น,Khon Kaen,หนองสองห้อง,Nong Song Hong,ดอนดู่,Don Du,40190,khon-kaen,nong-song-hong,don-du
745,ขอนแก่น,Khon Kaen,หนองสองห้อง,Nong Song Hong,ตะกั่วป่า,Takua Pa,40190,khon-kaen,nong-song-hong,takua-pa
746,ขอนแก่น,Khon Kaen,หนองสองห้อง,Nong Song Hong,โนนธาตุ,Non That,40190,khon-kaen,nong-song-hong,non-that
747,ขอนแก่น,Khon Kaen,หนองสองห้อง,Nong Song Hong,วังหิน,Wang Hin,40190,khon-kaen,nong-song-hong,wang-hin
748,ขอนแก่น,Khon Kaen,หนองสองห้อง,Nong Song Hong,สำโรง,Samrong,40190,khon-kaen,nong-song-hong,samrong
749,ขอนแก่น,Khon Kaen,หนองสองห้อง,Nong Song Hong,หนองไผ่ล้อม,Nong Phai Lom,40190,khon-kaen,nong-song-hong,nong-phai-lom
750,ขอนแก่น,Khon Kaen,หนองสองห้อง,Nong Song Hong,หนองเม็ก,Nong Mek,40190,khon-kaen,nong-song-hong,nong-mek
751,ขอนแก่น,Khon Kaen,หนองสองห้อง,Nong Song Hong,หนองสองห้อง,Nong Song Hong,40190,khon-kaen,nong-song-hong,nong-song-hong
752,ขอนแก่น,Khon Kaen,หนองสองห้อง,Nong Song Hong,หันโจด,Han Chot,40190,khon-kaen,nong-song-hong,han-chot
753,ขอนแก่น,Khon Kaen,อุบลรัตน์,Ubolratana,เขื่อนอุบลรัตน์,Khuean Ubolratana,40250,khon-kaen,ubolratana,khuean-ubolratana
754,ขอนแก่น,Khon Kaen,อุบลรัตน์,Ubolratana,โคกสูง,Khok Sung,40250,khon-kaen,ubolratana,khok-sung
755,ขอนแก่น,Khon Kaen,อุบลรัตน์,Ubolratana,ทุ่งโป่ง,Thung Pong,40250,khon-kaen,ubolratana,thung-pong
756,ขอนแก่น,Khon Kaen,อุบลรัตน์,Ubolratana,นาคำ,Na Kham,40250,khon-kaen,ubolratana,na-kham
757,ขอนแก่น,Khon Kaen,อุบลรัตน์,Ubolratana,บ้านดง,Ban Dong,40250,khon-kaen,ubolratana,ban-dong
758,ขอนแก่น,Khon Kaen,อุบลรัตน์,Ubolratana,ศรีสุขสำราญ,Si Suk Samran,40250,khon-kaen,ubolratana,si-suk-samran
759,จันทบุรี,Chanthaburi,แก่งหางแมว,Kaeng Hang Maeo,แก่งหางแมว,Kaeng Hang Maeo,22160,chanthaburi,kaeng-hang-maeo,kaeng-hang-maeo
760,จันทบุรี,Chanthaburi,แก่งหางแมว,Kaeng Hang Maeo,ขุนซ่อง,Khun Song,22160,chanthaburi,kaeng-hang-maeo,khun-song
761,จันทบุรี,Chanthaburi,แก่งหางแมว,Kaeng Hang Maeo,เขาวงกต,Khao Wongkot,22160,chanthaburi,kaeng-hang-maeo,khao-wongkot
762,จันทบุรี,Chanthaburi,แก่งหางแมว,Kaeng Hang Maeo,พวา,Phawa,22160,chanthaburi,kaeng-hang-maeo,phawa
763,จันทบุรี,Chanthaburi,แก่งหางแมว,Kaeng Hang Maeo,สามพี่น้อง,Sam Phi Nong,22160,chanthaburi,kaeng-hang-maeo,sam-phi-nong
764,จันทบุรี,Chanthaburi,ขลุง,Khlung,เกวียนหัก,Kwian Hak,22110,chanthaburi,khlung,kwian-hak
765,จันทบุรี,Chanthaburi,ขลุง,Khlung,ขลุง,Khlung,22110,chanthaburi,khlung,khlung
766,จันทบุรี,Chanthaburi,ขลุง,Khlung,ซึ้ง,Sueng,22110,chanthaburi,khlung,sueng
767,จันทบุรี,Chanthaburi,ขลุง,Khlung,ตกพรม,Tok Phom,22110,chanthaburi,khlung,tok-phom
768,จันทบุรี,Chanthaburi,ขลุง,Khlung,ตรอกนอง,Trok Nong,22110,chanthaburi,khlung,trok-nong
769,จันทบุรี,Chanthaburi,ขลุง,Khlung,ตะปอน,Tapon,22110,chanthaburi,khlung,tapon
770,จันทบุรี,Chanthaburi,ขลุง,Khlung,บ่อ,Bo,22110,chanthaburi,khlung,bo
771,จันทบุรี,Chanthaburi,ขลุง,Khlung,บ่อเวฬุ,Bo Weru,22150,chanthaburi,khlung,bo-weru
772,จันทบุรี,Chanthaburi,ขลุง,Khlung,บางชัน,Bang Chan,22110,chanthaburi,khlung,bang-chan
773,จันทบุรี,Chanthaburi,ขลุง,Khlung,มาบไพ,Map Phai,22110,chanthaburi,khlung,map-phai
774,จันทบุรี,Chanthaburi,ขลุง,Khlung,วังสรรพรส,Wang Sappharot,22110,chanthaburi,khlung,wang-sappharot
775,จันทบุรี,Chanthaburi,ขลุง,Khlung,วันยาว,Wan Yao,22110,chanthaburi,khlung,wan-yao
776,จันทบุรี,Chanthaburi,เขาคิชฌกูฏ,Khao Khitchakut,คลองพลู,Khlong Phlu,22210,chanthaburi,khao-khitchakut,khlong-phlu
777,จันทบุรี,Chanthaburi,เขาคิชฌกูฏ,Khao Khitchakut,จันทเขลม,Chanthakhlem,22210,chanthaburi,khao-khitchakut,chanthakhlem
778,จันทบุรี,Chanthaburi,เขาคิชฌกูฏ,Khao Khitchakut,ชากไทย,Chak Thai,22210,chanthaburi,khao-khitchakut,chak-thai
779,จันทบุรี,Chanthaburi,เขาคิชฌกูฏ,Khao Khitchakut,ตะเคียนทอง,Takhian Thong,22210,chanthaburi,khao-khitchakut,takhian-thong
780,จันทบุรี,Chanthaburi,เขาคิชฌกูฏ,Khao Khitchakut,พลวง,Phluang,22210,chanthaburi,khao-khitchakut,phluang
781,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,เขาแก้ว,Khao Kaeo,22170,chanthaburi,tha-mai,khao-kaeo
782,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,เขาบายศรี,Khao Baisi,22120,chanthaburi,tha-mai,khao-baisi
783,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,เขาวัว,Khao Wua,22120,chanthaburi,tha-mai,khao-wua
784,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,โขมง,Khamong,22170,chanthaburi,tha-mai,khamong
785,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,คลองขุด,Khlong Khut,22120,chanthaburi,tha-mai,khlong-khut
786,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,ตะกาดเง้า,Takat Ngao,22120,chanthaburi,tha-mai,takat-ngao
787,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,ท่าใหม่,Tha Mai,22120,chanthaburi,tha-mai,tha-mai
788,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,ทุ่งเบญจา,Thung Bencha,22170,chanthaburi,tha-mai,thung-bencha
789,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,บ่อพุ,Bo Phu,22120,chanthaburi,tha-mai,bo-phu
790,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,พลอยแหวน,Phloi Waen,22120,chanthaburi,tha-mai,phloi-waen
791,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,ยายร้า,Yai Ra,22120,chanthaburi,tha-mai,yai-ra
792,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,รำพัน,Ramphan,22170,chanthaburi,tha-mai,ramphan
793,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,สองพี่น้อง,Song Phi Nong,22120,chanthaburi,tha-mai,song-phi-nong
794,จันทบุรี,Chanthaburi,ท่าใหม่,Tha Mai,สีพยา,Si Phaya,22120,chanthaburi,tha-mai,si-phaya
795,จันทบุรี,Chanthaburi,นายายอาม,Na Yai Am,กระแจะ,Krachae,22170,chanthaburi,na-yai-am,krachae
796,จันทบุรี,Chanthaburi,นายายอาม,Na Yai Am,ช้างข้าม,Chang Kham,22160,chanthaburi,na-yai-am,chang-kham
797,จันทบุรี,Chanthaburi,นายายอาม,Na Yai Am,นายายอาม,Na Yai Am,22160,chanthaburi,na-yai-am,na-yai-am
798,จันทบุรี,Chanthaburi,นายายอาม,Na Yai Am,วังโตนด,Wang Tanot,22170,chanthaburi,na-yai-am,wang-tanot
799,จันทบุรี,Chanthaburi,นายายอาม,Na Yai Am,วังใหม่,Wang Mai,22170,chanthaburi,na-yai-am,wang-mai
800,จันทบุรี,Chanthaburi,นายายอาม,Na Yai Am,สนามไชย,Sanam Chai,22170,chanthaburi,na-yai-am,sanam-chai
801,จันทบุรี,Chanthaburi,โป่งน้ำร้อน,Pong Nam Ron,คลองใหญ่,Khlong Yai,22140,chanthaburi,pong-nam-ron,khlong-yai
802,จันทบุรี,Chanthaburi,โป่งน้ำร้อน,Pong Nam Ron,ทับไทร,Thap Sai,22140,chanthaburi,pong-nam-ron,thap-sai
803,จันทบุรี,Chanthaburi,โป่งน้ำร้อน,Pong Nam Ron,เทพนิมิต,Thep Nimit,22140,chanthaburi,pong-nam-ron,thep-nimit
804,จันทบุรี,Chanthaburi,โป่งน้ำร้อน,Pong Nam Ron,โป่งน้ำร้อน,Pong Nam Ron,22140,chanthaburi,pong-nam-ron,pong-nam-ron
805,จันทบุรี,Chanthaburi,โป่งน้ำร้อน,Pong Nam Ron,หนองตาคง,Nong Ta Khong,22140,chanthaburi,pong-nam-ron,nong-ta-khong
806,จันทบุรี,Chanthaburi,มะขาม,Makham,ฉมัน,Chaman,22150,chanthaburi,makham,chaman
807,จันทบุรี,Chanthaburi,มะขาม,Makham,ท่าหลวง,Tha Luang,22150,chanthaburi,makham,tha-luang
808,จันทบุรี,Chanthaburi,มะขาม,Makham,ปัถวี,Patthawi,22150,chanthaburi,makham,patthawi
809,จันทบุรี,Chanthaburi,มะขาม,Makham,มะขาม,Makham,22150,chanthaburi,makham,makham
810,จันทบุรี,Chanthaburi,มะขาม,Makham,วังแซ้ม,Wang Saem,22150,chanthaburi,makham,wang-saem
811,จันทบุรี,Chanthaburi,มะขาม,Makham,อ่างคีรี,Ang Khiri,22150,chanthaburi,makham,ang-khiri
812,จันทบุรี,Chanthaburi,เมืองจันทบุรี,Mueang Chanthaburi,เกาะขวาง,Ko Khwang,22000,chanthaburi,mueang-chanthaburi,ko-khwang
813,จันทบุรี,Chanthaburi,เมืองจันทบุรี,Mueang Chanthaburi,คมบาง,Khom Bang,22000,chanthaburi,mueang-chanthaburi,khom-bang
814,จันทบุรี,Chanthaburi,เมืองจันทบุรี,Mueang Chanthaburi,คลองนารายณ์,Khlong Narai,22000,chanthaburi,mueang-chanthaburi,khlong-narai
815,จันทบุรี,Chanthaburi,เมืองจันทบุรี,Mueang Chanthaburi,จันทนิมิต,Chanthanimit,22000,chanthaburi,mueang-chanthaburi,chanthanimit
816,จันทบุรี,Chanthaburi,เมืองจันทบุรี,Mueang Chanthaburi,ตลาด,Talat,22000,chanthaburi,mueang-chanthaburi,talat
817,จันทบุรี,Chanthaburi,เมืองจันทบุรี,Mueang Chanthaburi,ท่าช้าง,Tha Chang,22000,chanthaburi,mueang-chanthaburi,tha-chang
818,จันทบุรี,Chanthaburi,เมืองจันทบุรี,Mueang Chanthaburi,บางกะจะ,Bang Kacha,22000,chanthaburi,mueang-chanthaburi,bang-kacha
819,จันทบุรี,Chanthaburi,เมืองจันทบุรี,Mueang Chanthaburi,พลับพลา,Phlapphla,22000,chanthaburi,mueang-chanthaburi,phlapphla
820,จันทบุรี,Chanthaburi,เมืองจันทบุรี,Mueang Chanthaburi,วัดใหม่,Wat Mai,22000,chanthaburi,mueang-chanthaburi,wat-mai
821,จันทบุรี,Chanthaburi,เมืองจันทบุรี,Mueang Chanthaburi,แสลง,Salaeng,22000,chanthaburi,mueang-chanthaburi,salaeng
822,จันทบุรี,Chanthaburi,เมืองจันทบุรี,Mueang Chanthaburi,หนองบัว,Nong Bua,22000,chanthaburi,mueang-chanthaburi,nong-bua
823,จันทบุรี,Chanthaburi,สอยดาว,Soi Dao,ทรายขาว,Sai Khao,22180,chanthaburi,soi-dao,sai-khao
824,จันทบุรี,Chanthaburi,สอยดาว,Soi Dao,ทับช้าง,Thap Chang,22180,chanthaburi,soi-dao,thap-chang
825,จันทบุรี,Chanthaburi,สอยดาว,Soi Dao,ทุ่งขนาน,Thung Khanan,22180,chanthaburi,soi-dao,thung-khanan
826,จันทบุรี,Chanthaburi,สอยดาว,Soi Dao,ปะตง,Patong,22180,chanthaburi,soi-dao,patong
827,จันทบุรี,Chanthaburi,สอยดาว,Soi Dao,สะตอน,Saton,22180,chanthaburi,soi-dao,saton
828,จันทบุรี,Chanthaburi,แหลมสิงห์,Laem Sing,เกาะเปริด,Ko Proet,22130,chanthaburi,laem-sing,ko-proet
829,จันทบุรี,Chanthaburi,แหลมสิงห์,Laem Sing,คลองน้ำเค็ม,Khlong Nam Khem,22190,chanthaburi,laem-sing,khlong-nam-khem
830,จันทบุรี,Chanthaburi,แหลมสิงห์,Laem Sing,บางกะไชย,Bang Kachai,22120,chanthaburi,laem-sing,bang-kachai
831,จันทบุรี,Chanthaburi,แหลมสิงห์,Laem Sing,บางสระเก้า,Bang Sa Kao,22190,chanthaburi,laem-sing,bang-sa-kao
832,จันทบุรี,Chanthaburi,แหลมสิงห์,Laem Sing,ปากน้ำแหลมสิงห์,Pak Nam Laem Sing,22130,chanthaburi,laem-sing,pak-nam-laem-sing
833,จันทบุรี,Chanthaburi,แหลมสิงห์,Laem Sing,พลิ้ว,Phlio,22190,chanthaburi,laem-sing,phlio
834,จันทบุรี,Chanthaburi,แหลมสิงห์,Laem Sing,หนองชิ่ม,Nong Chim,22130,chanthaburi,laem-sing,nong-chim
835,ฉะเชิงเทรา,Chachoengsao,คลองเขื่อน,Khlong Khuean,ก้อนแก้ว,Kon Kaeo,24000,chachoengsao,khlong-khuean,kon-kaeo
836,ฉะเชิงเทรา,Chachoengsao,คลองเขื่อน,Khlong Khuean,คลองเขื่อน,Khlong Khuean,24000,chachoengsao,khlong-khuean,khlong-khuean
837,ฉะเชิงเทรา,Chachoengsao,คลองเขื่อน,Khlong Khuean,บางตลาด,Bang Talat,24110,chachoengsao,khlong-khuean,bang-talat
838,ฉะเชิงเทรา,Chachoengsao,คลองเขื่อน,Khlong Khuean,บางโรง,Bang Rong,24000,chachoengsao,khlong-khuean,bang-rong
839,ฉะเชิงเทรา,Chachoengsao,คลองเขื่อน,Khlong Khuean,บางเล่า,Bang Lao,24000,chachoengsao,khlong-khuean,bang-lao
840,ฉะเชิงเทรา,Chachoengsao,ท่าตะเกียบ,Tha Takiap,คลองตะเกรา,Khlong Takrao,24160,chachoengsao,tha-takiap,khlong-takrao
841,ฉะเชิงเทรา,Chachoengsao,ท่าตะเกียบ,Tha Takiap,ท่าตะเกียบ,Tha Takiap,24160,chachoengsao,tha-takiap,tha-takiap
842,ฉะเชิงเทรา,Chachoengsao,บางคล้า,Bang Khla,ท่าทองหลาง,Tha Thonglang,24110,chachoengsao,bang-khla,tha-thonglang
843,ฉะเชิงเทรา,Chachoengsao,บางคล้า,Bang Khla,บางกระเจ็ด,Bang Krachet,24110,chachoengsao,bang-khla,bang-krachet
844,ฉะเชิงเทรา,Chachoengsao,บางคล้า,Bang Khla,บางคล้า,Bang Khla,24110,chachoengsao,bang-khla,bang-khla
845,ฉะเชิงเทรา,Chachoengsao,บางคล้า,Bang Khla,บางสวน,Bang Suan,24110,chachoengsao,bang-khla,bang-suan
846,ฉะเชิงเทรา,Chachoengsao,บางคล้า,Bang Khla,ปากน้ำ,Pak Nam,24110,chachoengsao,bang-khla,pak-nam
847,ฉะเชิงเทรา,Chachoengsao,บางคล้า,Bang Khla,สาวชะโงก,Sao Cha-ngok,24110,chachoengsao,bang-khla,sao-cha-ngok
848,ฉะเชิงเทรา,Chachoengsao,บางคล้า,Bang Khla,เสม็ดใต้,Samet Tai,24110,chachoengsao,bang-khla,samet-tai
849,ฉะเชิงเทรา,Chachoengsao,บางคล้า,Bang Khla,เสม็ดเหนือ,Samet Nuea,24110,chachoengsao,bang-khla,samet-nuea
850,ฉะเชิงเทรา,Chachoengsao,บางคล้า,Bang Khla,หัวไทร,Hua Sai,24110,chachoengsao,bang-khla,hua-sai
851,ฉะเชิงเทรา,Chachoengsao,บางน้ำเปรี้ยว,Bang Nam Priao,ดอนเกาะกา,Don Ko Ka,24170,chachoengsao,bang-nam-priao,don-ko-ka
852,ฉะเชิงเทรา,Chachoengsao,บางน้ำเปรี้ยว,Bang Nam Priao,ดอนฉิมพลี,Don Chimphli,24170,chachoengsao,bang-nam-priao,don-chimphli
853,ฉะเชิงเทรา,Chachoengsao,บางน้ำเปรี้ยว,Bang Nam Priao,บางขนาก,Bang Khanak,24150,chachoengsao,bang-nam-priao,bang-khanak
854,ฉะเชิงเทรา,Chachoengsao,บางน้ำเปรี้ยว,Bang Nam Priao,บางน้ำเปรี้ยว,Bang Nam Priao,24150,chachoengsao,bang-nam-priao,bang-nam-priao
855,ฉะเชิงเทรา,Chachoengsao,บางน้ำเปรี้ยว,Bang Nam Priao,บึงน้ำรักษ์,Bueng Nam Rak,24170,chachoengsao,bang-nam-priao,bueng-nam-rak
856,ฉะเชิงเทรา,Chachoengsao,บางน้ำเปรี้ยว,Bang Nam Priao,โพรงอากาศ,Phrong Akat,24150,chachoengsao,bang-nam-priao,phrong-akat
857,ฉะเชิงเทรา,Chachoengsao,บางน้ำเปรี้ยว,Bang Nam Priao,โยธะกา,Yothaka,24150,chachoengsao,bang-nam-priao,yothaka
858,ฉะเชิงเทรา,Chachoengsao,บางน้ำเปรี้ยว,Bang Nam Priao,ศาลาแดง,Sala Daeng,24000,chachoengsao,bang-nam-priao,sala-daeng
859,ฉะเชิงเทรา,Chachoengsao,บางน้ำเปรี้ยว,Bang Nam Priao,สิงโตทอง,Singto Thong,24150,chachoengsao,bang-nam-priao,singto-thong
860,ฉะเชิงเทรา,Chachoengsao,บางน้ำเปรี้ยว,Bang Nam Priao,หมอนทอง,Mon Thong,24150,chachoengsao,bang-nam-priao,mon-thong
861,ฉะเชิงเทรา,Chachoengsao,บางปะกง,Bang Pakong,เขาดิน,Khao Din,24130,chachoengsao,bang-pakong,khao-din
862,ฉะเชิงเทรา,Chachoengsao,บางปะกง,Bang Pakong,ท่าข้าม,Tha Kham,24130,chachoengsao,bang-pakong,tha-kham
863,ฉะเชิงเทรา,Chachoengsao,บางปะกง,Bang Pakong,ท่าสะอ้าน,Tha Sa-an,24130,chachoengsao,bang-pakong,tha-sa-an
864,ฉะเชิงเทรา,Chachoengsao,บางปะกง,Bang Pakong,บางเกลือ,Bang Kluea,24180,chachoengsao,bang-pakong,bang-kluea
865,ฉะเชิงเทรา,Chachoengsao,บางปะกง,Bang Pakong,บางปะกง,Bang Pakong,24130,chachoengsao,bang-pakong,bang-pakong
866,ฉะเชิงเทรา,Chachoengsao,บางปะกง,Bang Pakong,บางผึ้ง,Bang Phueng,24130,chachoengsao,bang-pakong,bang-phueng
867,ฉะเชิงเทรา,Chachoengsao,บางปะกง,Bang Pakong,บางวัว,Bang Wua,24180,chachoengsao,bang-pakong,bang-wua
868,ฉะเชิงเทรา,Chachoengsao,บางปะกง,Bang Pakong,บางสมัคร,Bang Samak,24180,chachoengsao,bang-pakong,bang-samak
869,ฉะเชิงเทรา,Chachoengsao,บางปะกง,Bang Pakong,พิมพา,Phimpha,24180,chachoengsao,bang-pakong,phimpha
870,ฉะเชิงเทรา,Chachoengsao,บางปะกง,Bang Pakong,สองคลอง,Song Khlong,24130,chachoengsao,bang-pakong,song-khlong
871,ฉะเชิงเทรา,Chachoengsao,บางปะกง,Bang Pakong,หนองจอก,Nong Chok,24130,chachoengsao,bang-pakong,nong-chok
872,ฉะเชิงเทรา,Chachoengsao,บางปะกง,Bang Pakong,หอมศีล,Hom Sin,24180,chachoengsao,bang-pakong,hom-sin
873,ฉะเชิงเทรา,Chachoengsao,บ้านโพธิ์,Ban Pho,เกาะไร่,Ko Rai,24140,chachoengsao,ban-pho,ko-rai
874,ฉะเชิงเทรา,Chachoengsao,บ้านโพธิ์,Ban Pho,คลองขุด,Khlong Khut,24140,chachoengsao,ban-pho,khlong-khut
875,ฉะเชิงเทรา,Chachoengsao,บ้านโพธิ์,Ban Pho,คลองบ้านโพธิ์,Khlong Ban Pho,24140,chachoengsao,ban-pho,khlong-ban-pho
876,ฉะเชิงเทรา,Chachoengsao,บ้านโพธิ์,Ban Pho,คลองประเวศ,Khlong Prawet,24140,chachoengsao,ban-pho,khlong-prawet
877,ฉะเชิงเทรา,Chachoengsao,บ้านโพธิ์,Ban Pho,ดอนทราย,Don Sai,24140,chachoengsao,ban-pho,don-sai
878,ฉะเชิงเทรา,Chachoengsao,บ้านโพธิ์,Ban Pho,ท่าพลับ,Tha Phlap,24140,chachoengsao,ban-pho,tha-phlap
879,ฉะเชิงเทรา,Chachoengsao,บ้านโพธิ์,Ban Pho,เทพราช,Theppharat,24140,chachoengsao,ban-pho,theppharat
880,ฉะเชิงเทรา,Chachoengsao,บ้านโพธิ์,Ban Pho,บางกรูด,Bang Krut,24140,chachoengsao,ban-pho,bang-krut
881,ฉะเชิงเทรา,Chachoengsao,บ้านโพธิ์,Ban Pho,บางซ่อน,Bang Son,24140,chachoengsao,ban-pho,bang-son
882,ฉะเชิงเทรา,Chachoengsao,บ้านโพธิ์,Ban Pho,บ้านโพธิ์,Ban Pho,24140,chachoengsao,ban-pho,ban-pho
883,ฉะเชิงเทรา,Chachoengsao,บ้านโพธิ์,Ban Pho,ลาดขวาง,Lat Khwang,24140,chachoengsao,ban-pho,lat-khwang
