id	districtId	name	nameEn	slug
1356	204	ห้วยไคร้	Huai Khrai	huai-khrai
1357	205	ท่าข้าม	Tha Kham	tha-kham
1358	205	ปอ	Po	po
1359	205	ม่วงยาย	Muang Yai	muang-yai
1360	205	หล่ายงาว	Lai Ngao	lai-ngao
1361	206	ดอนศิลา	Don Sila	don-sila
1362	206	ผางาม	Pha Ngam	pha-ngam
1363	206	เมืองชุม	Mueang Chum	mueang-chum
1364	206	เวียงชัย	Wiang Chai	wiang-chai
1365	206	เวียงเหนือ	Wiang Nuea	wiang-nuea
1366	207	ดงมหาวัน	Dong Maha Wan	dong-maha-wan
1367	207	ทุ่งก่อ	Thung Ko	thung-ko
1368	207	ป่าซาง	Pa Sang	pa-sang
1369	208	บ้านโป่ง	Ban Pong	ban-pong
1370	208	ป่างิ้ว	Pa Ngio	pa-ngio
1371	208	แม่เจดีย์	Mae Chedi	mae-chedi
1372	208	แม่เจดีย์ใหม่	Mae Chedi Mai	mae-chedi-mai
1373	208	เวียง	Wiang	wiang
1374	208	เวียงกาหลง	Wiang Ka Long	wiang-ka-long
1375	208	สันสลี	San Sali	san-sali
1376	209	แจ่มหลวง	Chaem Luang	chaem-luang
1377	209	บ้านจันทร์	Ban Chan	ban-chan
1378	209	แม่แดด	Mae Daet	mae-daet
1379	210	ข่วงเปา	Khuang Pao	khuang-pao
1380	210	ดอยแก้ว	Doi Kaeo	doi-kaeo
1381	210	บ้านแปะ	Ban Pae	ban-pae
1382	210	บ้านหลวง	Ban Luang	ban-luang
1383	210	แม่สอย	Mae Soi	mae-soi
1384	210	สบเตี๊ยะ	Sop Tia	sop-tia
1385	211	เชียงดาว	Chiang Dao	chiang-dao
1386	211	ทุ่งข้าวพวง	Thung Khao Phuang	thung-khao-phuang
1387	211	ปิงโค้ง	Ping Khong	ping-khong
1388	211	เมืองคอง	Mueang Khong	mueang-khong
1389	211	เมืองงาย	Mueang Ngai	mueang-ngai
1390	211	เมืองนะ	Mueang Na	mueang-na
1391	211	แม่นะ	Mae Na	mae-na
1392	212	ปงตำ	Pong Tam	pong-tam
1393	212	แม่ทะลบ	Mae Thalop	mae-thalop
1394	212	ศรีดงเย็น	Si Dong Yen	si-dong-yen
1395	212	หนองบัว	Nong Bua	nong-bua
1396	213	ดอยเต่า	Doi Tao	doi-tao
1397	213	ท่าเดื่อ	Tha Duea	tha-duea
1398	213	บงตัน	Bong Tan	bong-tan
1399	213	บ้านแอ่น	Ban Aen	ban-aen
1400	213	โปงทุ่ง	Pong Thung	pong-thung
1401	213	มืดกา	Muet Ka	muet-ka
1402	214	เชิงดอย	Choeng Doi	choeng-doi
1403	214	ตลาดขวัญ	Talat Khwan	talat-khwan
1404	214	ตลาดใหญ่	Talat Yai	talat-yai
1405	214	เทพเสด็จ	Thep Sadet	thep-sadet
1406	214	ป่าป้อง	Pa Pong	pa-pong
1407	214	ป่าเมี่ยง	Pa Miang	pa-miang
1408	214	ป่าลาน	Pa Lan	pa-lan
1409	214	แม่คือ	Mae Khue	mae-khue
1410	214	แม่โป่ง	Mae Pong	mae-pong
1411	214	แม่ฮ้อยเงิน	Mae Hoi Ngoen	mae-hoi-ngoen
1412	214	ลวงเหนือ	Luang Nuea	luang-nuea
1413	214	สง่าบ้าน	Sa-nga Ban	sa-nga-ban
1414	214	สันปูเลย	San Pu Loei	san-pu-loei
1415	214	สำราญราษฎร์	Samran Rat	samran-rat
1416	215	ดอยหล่อ	Doi Lo	doi-lo
1417	215	ยางคราม	Yang Khram	yang-khram
1418	215	สองแคว	Song Khwae	song-khwae
1419	215	สันติสุข	Santi Suk	santi-suk
1420	216	โป่งน้ำร้อน	Pong Nam Ron	pong-nam-ron
1421	216	ม่อนปิ่น	Mon Pin	mon-pin
1422	216	แม่ข่า	Mae Kha	mae-kha
1423	216	แม่คะ	Mae Kha	mae-kha
1424	216	แม่งอน	Mae Ngon	mae-ngon
1425	216	แม่สูน	Mae Sun	mae-sun
1426	216	เวียง	Wiang	wiang
1427	216	สันทราย	San Sai	san-sai
1428	217	เขื่อนผาก	Khuean Phak	khuean-phak
1429	217	ทุ่งหลวง	Thung Luang	thung-luang
1430	217	น้ำแพร่	Nam Phrae	nam-phrae
1431	217	บ้านโป่ง	Ban Pong	ban-pong
1432	217	ป่าตุ้ม	Pa Tum	pa-tum
1433	217	ป่าไหน่	Pa Nai	pa-nai
1434	217	แม่ปั๋ง	Mae Pang	mae-pang
1435	217	แม่แวน	Mae Waen	mae-waen
1436	217	เวียง	Wiang	wiang
1437	217	สันทราย	San Sai	san-sai
1438	217	โหล่งขอด	Long Khot	long-khot
1439	218	ช้างคลาน	Chang Khlan	chang-khlan
1440	218	ช้างเผือก	Chang Phueak	chang-phueak
1441	218	ช้างม่อย	Chang Moi	chang-moi
1442	218	ท่าศาลา	Tha Sala	tha-sala
1443	218	ป่าแดด	Pa Daet	pa-daet
1444	218	ป่าตัน	Pa Tan	pa-tan
1445	218	พระสิงห์	Phra Sing	phra-sing
1446	218	ฟ้าฮ่าม	Fa Ham	fa-ham
1447	218	แม่เหียะ	Mae Hia	mae-hia
1448	218	วัดเกต	Wat Ket	wat-ket
1449	218	ศรีภูมิ	Si Phum	si-phum
1450	218	สันผีเสื้อ	San Phi Suea	san-phi-suea
1451	218	สุเทพ	Suthep	suthep
1452	218	หนองป่าครั่ง	Nong Pa Khrang	nong-pa-khrang
1453	218	หนองหอย	Nong Hoi	nong-hoi
1454	218	หายยา	Hai Ya	hai-ya
1455	219	กองแขก	Kong Khaek	kong-khaek
1456	219	ช่างเคิ่ง	Chang Khoeng	chang-khoeng
1457	219	ท่าผา	The Pha	the-pha
1458	219	บ้านทับ	Ban Thap	ban-thap
1459	219	ปางหินฝน	Pang Hin Fon	pang-hin-fon
1460	219	แม่นาจร	Mae Na Chon	mae-na-chon
1461	219	แม่ศึก	Mae Suek	mae-suek
1462	220	กื้ดช้าง	Kuet Chang	kuet-chang
1463	220	ขี้เหล็ก	Khilek	khilek
1464	220	ช่อแล	Cho Lae	cho-lae
1465	220	บ้านช้าง	Ban Chang	ban-chang
1466	220	บ้านเป้า	Ban Pao	ban-pao
1467	220	ป่าแป๋	Pa Pae	pa-pae
1468	220	เมืองก๋าย	Mueang Kai	mueang-kai
1469	220	แม่แตง	Mae Taeng	mae-taeng
1470	220	แม่หอพระ	Mae Ho Phra	mae-ho-phra
1471	220	สบเปิง	Sop Poeng	sop-poeng
1472	220	สันป่ายาง	San Pa Yang	san-pa-yang
1473	220	สันมหาพน	San Maha Phon	san-maha-phon
1474	220	อินทขิล	Inthakhin	inthakhin
1475	221	ขี้เหล็ก	Khilek	khilek
1476	221	ดอนแก้ว	Don Kaeo	don-kaeo
1477	221	โป่งแยง	Pong Yaeng	pong-yaeng
1478	221	แม่แรม	Mae Raem	mae-raem
1479	221	แม่สา	Mae Sa	mae-sa
1480	221	ริมใต้	Rim Tai	rim-tai
1481	221	ริมเหนือ	Rim Nuea	rim-nuea
1482	221	สะลวง	Saluang	saluang
1483	221	สันโป่ง	San Pong	san-pong
1484	221	ห้วยทราย	Huai Sai	huai-sai
1485	221	เหมืองแก้ว	Mueang Kaeo	mueang-kaeo
1486	222	ดอนเปา	Don Pao	don-pao
1487	222	ทุ่งปี๊	Thung Pi	thung-pi
1488	222	ทุ่งรวงทอง	Thung Ruang Thong	thung-ruang-thong
1489	222	บ้านกาด	Ban Kat	ban-kat
1490	222	แม่วิน	Mae Win	mae-win
1491	223	ทาเหนือ	Tha Nuea	tha-nuea
1492	223	บ้านสหกรณ์	Ban Sahakon	ban-sahakon
1493	223	แม่ทา	Mae Tha	mae-tha
1494	223	ห้วยแก้ว	Huai Kaeo	huai-kaeo
1495	223	ออนกลาง	On Klang	on-klang
1496	223	ออนเหนือ	On Nuea	on-nuea
1497	224	ท่าตอน	Tha Ton	tha-ton
1498	224	บ้านหลวง	Ban Luang	ban-luang
1499	224	มะลิกา	Malika	malika
1500	224	แม่นาวาง	Mae Na Wang	mae-na-wang
1501	224	แม่สาว	Mae Sao	mae-sao
1502	224	แม่อาย	Mae Ai	mae-ai
1503	224	สันต้นหมื้อ	San Ton Mue	san-ton-mue
1504	225	เปียงหลวง	Piang Luang	piang-luang
1505	225	เมืองแหง	Mueang Haeng	mueang-haeng
1506	225	แสนไห	Saen Hai	saen-hai
1507	226	บ่อแก้ว	Bo Kaeo	bo-kaeo
1508	226	แม่สาบ	Mae Sap	mae-sap
1509	226	ยั้งเมิน	Yang Moen	yang-moen
1510	226	สะเมิงใต้	Samoeng Tai	samoeng-tai
1511	226	สะเมิงเหนือ	Samoeng Nuea	samoeng-nuea
1512	227	แช่ช้าง	Chae Chang	chae-chang
1513	227	ต้นเปา	Ton Pao	ton-pao
1514	227	ทรายมูล	Sai Mun	sai-mun
1515	227	บวกค้าง	Buak Khang	buak-khang
1516	227	แม่ปูคา	Mae Pu Kha	mae-pu-kha
1517	227	ร้องวัวแดง	Rong Wua Daeng	rong-wua-daeng
1518	227	สันกลาง	San Klang	san-klang
1519	227	สันกำแพง	San Kamphaeng	san-kamphaeng
1520	227	ห้วยทราย	Huai Sai	huai-sai
1521	227	ออนใต้	On Tai	on-tai
1522	228	ป่าไผ่	Pa Phai	pa-phai
1523	228	เมืองเล็น	Mueang Len	mueang-len
1524	228	แม่แฝก	Mae Faek	mae-faek
1525	228	แม่แฝกใหม่	Mae Faek Mai	mae-faek-mai
1526	228	สันทรายน้อย	San Sai Noi	san-sai-noi
1527	228	สันทรายหลวง	San Sai Luang	san-sai-luang
1528	228	สันนาเม็ง	San Na Meng	san-na-meng
1529	228	สันป่าเปา	San Pa Pao	san-pa-pao
1530	228	สันพระเนตร	San Phra Net	san-phra-net
1531	228	หนองจ๊อม	Nong Chom	nong-chom
1532	228	หนองหาร	Nong Han	nong-han
1533	228	หนองแหย่ง	Nong Yaeng	nong-yaeng
1534	229	ท่าวังพร้าว	Tha Wang Phrao	tha-wang-phrao
1535	229	ทุ่งต้อม	Thung Tom	thung-tom
1536	229	ทุ่งสะโตก	Thung Satok	thung-satok
1537	229	น้ำบ่อหลวง	Nam Bo Luang	nam-bo-luang
1538	229	บ้านกลาง	Ban Klang	ban-klang
1539	229	บ้านแม	Ban Mae	ban-mae
1540	229	มะขามหลวง	Makham Luang	makham-luang
1541	229	มะขุนหวาน	Makhun Wan	makhun-wan
1542	229	แม่ก๊า	Mae Ka	mae-ka
1543	229	ยุหว่า	Yu Wa	yu-wa
1544	229	สันกลาง	San Klang	san-klang
1545	230	ขัวมุง	Khua Mung	khua-mung
1546	230	ชมภู	Chomphu	chomphu
1547	230	ไชยสถาน	Chai Sathan	chai-sathan
1548	230	ดอนแก้ว	Don Kaeo	don-kaeo
1549	230	ท่ากว้าง	Tha Kwang	tha-kwang
1550	230	ท่าวังตาล	Tha Wang Tan	tha-wang-tan
1551	230	ป่าบง	Pa Bong	pa-bong
1552	230	ยางเนิ้ง	Yang Noeng	yang-noeng
1553	230	สันทราย	San Sai	san-sai
1554	230	สารภี	Saraphi	saraphi
1555	230	หนองผึ้ง	Nong Phueng	nong-phueng
1556	230	หนองแฝก	Nong Faek	nong-faek
1557	231	ขุนคง	Khun Khong	khun-khong
1558	231	น้ำแพร่	Nam Phrae	nam-phrae
1559	231	บ้านปง	Ban Pong	ban-pong
1560	231	บ้านแหวน	Ban Waen	ban-waen
1561	231	สบแม่ข่า	Sop Mae Kha	sop-mae-kha
1562	231	สันผักหวาน	San Phak Wan	san-phak-wan
1563	231	หนองแก๋ว	Nong Kaeo	nong-kaeo
1564	231	หนองควาย	Nong Khwai	nong-khwai
1565	231	หนองตอง	Nong Tong	nong-tong
1566	231	หางดง	Hang Dong	hang-dong
1567	231	หารแก้ว	Han Kaeo	han-kaeo
1568	232	นาเกียน	Na Kian	na-kian
1569	232	ม่อนจอง	Mon Chong	mon-chong
1570	232	แม่ตื่น	Mae Tuen	mae-tuen
1571	232	ยางเปียง	Yang Piang	yang-piang
1572	232	สบโขง	Sop Khong	sop-khong
1573	232	อมก๋อย	Omkoi	omkoi
1574	233	นาคอเรือ	Na Kho Ruea	na-kho-ruea
1575	233	บ่อสลี	Bo Sali	bo-sali
1576	233	บ่อหลวง	Bo Luang	bo-luang
1577	233	บ้านตาล	Ban Tan	ban-tan
1578	233	หางดง	Hang Dong	hang-dong
1579	233	ฮอด	Hot	hot
1580	234	กันตัง	Kantang	kantang
1581	234	กันตังใต้	Kantang Tai	kantang-tai
1582	234	เกาะลิบง	Ko Libong	ko-libong
1583	234	คลองชีล้อม	Khlong Chi Lom	khlong-chi-lom
1584	234	คลองลุ	Khlong Lu	khlong-lu
1585	234	ควนธานี	Khuan Thani	khuan-thani
1586	234	โคกยาง	Khok Yang	khok-yang
1587	234	นาเกลือ	Na Kluea	na-kluea
1588	234	บ่อน้ำร้อน	Bo Nam Ron	bo-nam-ron
1589	234	บางเป้า	Bang Pao	bang-pao
1590	234	บางสัก	Bang Sak	bang-sak
1591	234	บางหมาก	Bang Mak	bang-mak
1592	234	ย่านซื่อ	Yan Sue	yan-sue
1593	234	วังวน	Wang Won	wang-won
1594	235	โคกสะบ้า	Khok Saba	khok-saba
1595	235	ช่อง	Chong	chong
1596	235	นาข้าวเสีย	Na Khao Sia	na-khao-sia
1597	235	นาโยงเหนือ	Na Yong Nuea	na-yong-nuea
1598	235	นาหมื่นศรี	Na Muen Si	na-muen-si
1599	235	ละมอ	Lamo	lamo
1600	236	เกาะสุกร	Ko Sukon	ko-sukon
1601	236	ท่าข้าม	Tha Kham	tha-kham
1602	236	ท่าพญา	Tha Phaya	tha-phaya
1603	236	ทุ่งยาว	Thung Yao	thung-yao
1604	236	บางด้วน	Bang Duan	bang-duan
1605	236	บ้านนา	Ban Na	ban-na
1606	236	ปะเหลียน	Palian	palian
1607	236	ลิพัง	Liphang	liphang
1608	236	สุโสะ	Suso	suso
1609	236	แหลมสอม	Laem Som	laem-som
1610	237	ควนปริง	Khuan Pring	khuan-pring
1611	237	โคกหล่อ	Khok Lo	khok-lo
1612	237	ทับเที่ยง	Thap Thiang	thap-thiang
1613	237	นาตาล่วง	Na Ta Luang	na-ta-luang
1614	237	นาโต๊ะหมิง	Na To Ming	na-to-ming
1615	237	นาท่ามใต้	Na Tham Tai	na-tham-tai
1616	237	นาท่ามเหนือ	Na Tham Nuea	na-tham-nuea
1617	237	นาบินหลา	Na Bin La	na-bin-la
1618	237	นาพละ	Na Phala	na-phala
1619	237	นาโยงใต้	Na Yong Tai	na-yong-tai
1620	237	น้ำผุด	Nam Phut	nam-phut
1621	237	บางรัก	Bang Rak	bang-rak
1622	237	บ้านควน	Ban Khuan	ban-khuan
1623	237	บ้านโพธิ์	Ban Pho	ban-pho
1624	237	หนองตรุด	Nong Trut	nong-trut
1625	238	เกาะเปียะ	Ko Pia	ko-pia
1626	238	ทุ่งกระบือ	Thung Krabue	thung-krabue
1627	238	ทุ่งค่าย	Thung Khai	thung-khai
1628	238	นาชุมเห็ด	Na Chum Het	na-chum-het
1629	238	ในควน	Nai Khuan	nai-khuan
1630	238	โพรงจระเข้	Phrong Chorakhe	phrong-chorakhe
1631	238	ย่านตาขาว	Yan Ta Khao	yan-ta-khao
1632	238	หนองบ่อ	Nong Bo	nong-bo
1633	239	เขาไพร	Khao Phrai	khao-phrai
1634	239	คลองปาง	Khlong Pang	khlong-pang
1635	239	ควนเมา	Khuan Mao	khuan-mao
1636	239	หนองบัว	Nong Bua	nong-bua
1637	239	หนองปรือ	Nong Prue	nong-prue
1638	240	เขาวิเศษ	Khao Wiset	khao-wiset
1639	240	ท่าสะบ้า	Tha Saba	tha-saba
1640	240	วังมะปราง	Wang Maprang	wang-maprang
1641	240	วังมะปรางเหนือ	Wang Maprang Nuea	wang-maprang-nuea
1642	240	อ่าวตง	Ao Tong	ao-tong
1643	241	กะลาเส	Kalase	kalase
1644	241	เขาไม้แก้ว	Khao Mai Kaeo	khao-mai-kaeo
1645	241	นาเมืองเพชร	Na Mueang Phet	na-mueang-phet
1646	241	บ่อหิน	Bo Hin	bo-hin
1647	241	ไม้ฝาด	Mai Fat	mai-fat
1648	242	เขากอบ	Khao Kop	khao-kop
1649	242	เขาขาว	Khao Khao	khao-khao
1650	242	เขาปูน	Khao Pun	khao-pun
1651	242	ท่างิ้ว	Tha Ngio	tha-ngio
1652	242	ทุ่งต่อ	Thung To	thung-to
1653	242	นาวง	Na Wong	na-wong
1654	242	ในเตา	Nai Tao	nai-tao
1655	242	บางกุ้ง	Bang Kung	bang-kung
1656	242	บางดี	Bang Di	bang-di
1657	242	ปากคม	Pak Khom	pak-khom
1658	242	ปากแจ่ม	Pak Chaem	pak-chaem
1659	242	ลำภูรา	Lamphu Ra	lamphu-ra
1660	242	วังคีรี	Wang Khiri	wang-khiri
1661	242	หนองช้างแล่น	Nong Chang Laen	nong-chang-laen
1662	242	ห้วยนาง	Huai Nang	huai-nang
1663	242	ห้วยยอด	Huai Yot	huai-yot
1664	243	ตะเสะ	Tase	tase
1665	243	บ้าหวี	Ba Wi	ba-wi
1666	243	หาดสำราญ	Hat Samran	hat-samran
1667	244	เกาะกูด	Ko Kut	ko-kut
1668	244	เกาะหมาก	Ko Mak	ko-mak
1669	245	เกาะช้าง	Ko Chang	ko-chang
1670	245	เกาะช้างใต้	Ko Chang Tai	ko-chang-tai
1671	246	เขาสมิง	Khao Saming	khao-saming
1672	246	ท่าโสม	Tha Som	tha-som
1673	246	ทุ่งนนทรี	Thung Nonsi	thung-nonsi
1674	246	เทพนิมิต	Thep Nimit	thep-nimit
1675	246	ประณีต	Pranit	pranit
1676	246	วังตะเคียน	Wang Takhian	wang-takhian
1677	246	สะตอ	Sato	sato
1678	246	แสนตุ้ง	Saen Tung	saen-tung
1679	247	คลองใหญ่	Khlong Yai	khlong-yai
1680	247	ไม้รูด	Mai Rut	mai-rut
1681	247	หาดเล็ก	Hat Lek	hat-lek
1682	248	ช้างทูน	Chang Thun	chang-thun
1683	248	ด่านชุมพล	Dan Chumphon	dan-chumphon
1684	248	นนทรีย์	Nonsi	nonsi
1685	248	บ่อพลอย	Bo Phloi	bo-phloi
1686	248	หนองบอน	Nong Bon	nong-bon
1687	249	ชำราก	Chamrak	chamrak
1688	249	ตะกาง	Takang	takang
1689	249	ท่ากุ่ม	Tha Kum	tha-kum
1690	249	ท่าพริก	Tha Phrik	tha-phrik
1691	249	เนินทราย	Noen Sai	noen-sai
1692	249	บางพระ	Bang Phra	bang-phra
1693	249	วังกระแจะ	Wang Krachae	wang-krachae
1694	249	หนองคันทรง	Nong Khan Song	nong-khan-song
1695	249	หนองเสม็ด	Nong Samet	nong-samet
1696	249	หนองโสน	Nong Sano	nong-sano
1697	249	ห้วงน้ำขาว	Huang Nam Khao	huang-nam-khao
1698	249	ห้วยแร้ง	Huai Raeng	huai-raeng
1699	249	แหลมกลัด	Laem Klat	laem-klat
1700	249	อ่าวใหญ่	Ao Yai	ao-yai
1701	250	คลองใหญ่	Khlong Yai	khlong-yai
1702	250	น้ำเชี่ยว	Nam Chiao	nam-chiao
1703	250	บางปิด	Bang Pit	bang-pit
1704	250	แหลมงอบ	Laem Ngop	laem-ngop
1705	251	ท่าสองยาง	Tha Song Yang	tha-song-yang
1706	251	แม่ต้าน	Mae Tan	mae-tan
1707	251	แม่วะหลวง	Mae Wa Luang	mae-wa-luang
1708	251	แม่สอง	Mae Song	mae-song
1709	251	แม่หละ	Mae La	mae-la
1710	251	แม่อุสุ	Mae U-su	mae-u-su
1711	252	เกาะตะเภา	Ko Taphao	ko-taphao
1712	252	ตากตก	Tak Tok	tak-tok
1713	252	ตากออก	Tak Ok	tak-ok
1714	252	ท้องฟ้า	Thong Fa	thong-fa
1715	252	ทุ่งกระเชาะ	Thung Kracho	thung-kracho
1716	252	แม่สลิด	Mae Salit	mae-salit
1717	252	สมอโคน	Samo Khon	samo-khon
1718	253	คีรีราษฎร์	Khiri Rat	khiri-rat
1719	253	ช่องแคบ	Chong Khaep	chong-khaep
1720	253	พบพระ	Phop Phra	phop-phra
1721	253	รวมไทยพัฒนา	Ruam Thai Phatthana	ruam-thai-phatthana
1722	253	วาเล่ย์	Wale	wale
1723	254	เชียงเงิน	Chiang Ngoen	chiang-ngoen
1724	254	ตลุกกลางทุ่ง	Taluk Klang Thung	taluk-klang-thung
1725	254	น้ำรึม	Nam Ruem	nam-ruem
1726	254	ป่ามะม่วง	Pa Mamuang	pa-mamuang
1727	254	โป่งแดง	Pong Daeng	pong-daeng
1728	254	แม่ท้อ	Mae Tho	mae-tho
1729	254	ไม้งาม	Mai Ngam	mai-ngam
1730	254	ระแหง	Rahaeng	rahaeng
1731	254	วังประจบ	Wang Prachop	wang-prachop
1732	254	วังหิน	Wang Hin	wang-hin
1733	254	หนองบัวใต้	Nong Bua Tai	nong-bua-tai
1734	254	หนองบัวเหนือ	Nong Bua Nuea	nong-bua-nuea
1735	254	หนองหลวง	Nong Luang	nong-luang
1736	254	หัวเดียด	Hua Diat	hua-diat
1737	255	ขะเนจื้อ	Khane Chue	khane-chue
1738	255	พระธาตุ	Phra That	phra-that
1739	255	แม่จะเรา	Mae Charao	mae-charao
1740	255	แม่ตื่น	Mae Tuen	mae-tuen
1741	255	แม่ระมาด	Mae Ramat	mae-ramat
1742	255	สามหมื่น	Sam Muen	sam-muen
1743	256	ด่านแม่ละเมา	Dan Mae Lamao	dan-mae-lamao
1744	256	ท่าสายลวด	Tha Sai Luat	tha-sai-luat
1745	256	พระธาตุผาแดง	Phra That Pha Daeng	phra-that-pha-daeng
1746	256	พะวอ	Phawo	phawo
1747	256	มหาวัน	Maha Wan	maha-wan
1748	256	แม่กาษา	Mae Kasa	mae-kasa
1749	256	แม่กุ	Mae Ku	mae-ku
1750	256	แม่ตาว	Mae Tao	mae-tao
1751	256	แม่ปะ	Mae Pa	mae-pa
1752	256	แม่สอด	Mae Sot	mae-sot
1753	257	เชียงทอง	Chiang Thong	chiang-thong
1754	257	นาโบสถ์	Na Bot	na-bot
1755	257	ประดาง	Pradang	pradang
1756	258	บ้านนา	Ban Na	ban-na
1757	258	ยกกระบัตร	Yokkrabat	yokkrabat
1758	258	ย่านรี	Yan Ri	yan-ri
1759	258	วังจันทร์	Wang Chan	wang-chan
1760	258	วังหมัน	Wang Man	wang-man
1761	258	สามเงา	Sam Ngao	sam-ngao
1762	259	แม่กลอง	Mae Klong	mae-klong
1763	259	แม่จัน	Mae Chan	mae-chan
1764	259	แม่ละมุ้ง	Mae Lamung	mae-lamung
1765	259	โมโกร	Mokro	mokro
1766	259	หนองหลวง	Nong Luang	nong-luang
1767	259	อุ้มผาง	Umphang	umphang
1768	260	เขาเพิ่ม	Khao Phoem	khao-phoem
1769	260	ทองหลาง	Thonglang	thonglang
1770	260	บางอ้อ	Bang O	bang-o
1771	260	บ้านนา	Ban Na	ban-na
1772	260	บ้านพร้าว	Ban Phrao	ban-phrao
1773	260	บ้านพริก	Ban Phrik	ban-phrik
1774	260	ป่าขะ	Pa Kha	pa-kha
1775	260	พิกุลออก	Phikun Ok	phikun-ok
1776	260	ศรีกะอาง	Si Ka-ang	si-ka-ang
1777	260	อาษา	Asa	asa
1778	261	เกาะโพธิ์	Ko Pho	ko-pho
1779	261	เกาะหวาย	Ko Wai	ko-wai
1780	261	โคกกรวด	Khok Kruat	khok-kruat
1781	261	ท่าเรือ	Tha Ruea	tha-ruea
1782	261	นาหินลาด	Na Hin Lat	na-hin-lat
1783	261	ปากพลี	Pak Phli	pak-phli
1784	261	หนองแสง	Nong Saeng	nong-saeng
1785	262	เขาพระ	Khao Phra	khao-phra
1786	262	ดงละคร	Dong Lakhon	dong-lakhon
1787	262	ดอนยอ	Don Yo	don-yo
1788	262	ท่าช้าง	Tha Chang	tha-chang
1789	262	ท่าทราย	Tha Sai	tha-sai
1790	262	นครนายก	Nakhon Nayok	nakhon-nayok
1791	262	บ้านใหญ่	Ban Yai	ban-yai
1792	262	พรหมณี	Phrommani	phrommani
1793	262	วังกระโจม	Wang Krachom	wang-krachom
1794	262	ศรีจุฬา	Si Chula	si-chula
1795	262	ศรีนาวา	Si Nawa	si-nawa
1796	262	สาริกา	Sarika	sarika
1797	262	หินตั้ง	Hin Tang	hin-tang
1798	263	คลองใหญ่	Khlong Yai	khlong-yai
1799	263	ชุมพล	Chumphon	chumphon
1800	263	ทรายมูล	Sai Mun	sai-mun
1801	263	บางปลากด	Bang Pla Kot	bang-pla-kot
1802	263	บางลูกเสือ	Bang Luk Suea	bang-luk-suea
1803	263	บางสมบูรณ์	Bang Sombun	bang-sombun
1804	263	บึงศาล	Bueng San	bueng-san
1805	263	พระอาจารย์	Phra Achan	phra-achan
1806	263	โพธิ์แทน	Pho Thaen	pho-thaen
1807	263	ศีรษะกระบือ	Sisa Krabue	sisa-krabue
1808	263	องครักษ์	Ongkharak	ongkharak
1809	264	กระตีบ	Kratip	kratip
1810	264	กำแพงแสน	Kamphaeng Saen	kamphaeng-saen
1811	264	ดอนข่อย	Don Khoi	don-khoi
1812	264	ทุ่งกระพังโหม	Thung Kraphang Hom	thung-kraphang-hom
1813	264	ทุ่งขวาง	Thung Khwang	thung-khwang
1814	264	ทุ่งบัว	Thung Bua	thung-bua
1815	264	ทุ่งลูกนก	Thung Luk Nok	thung-luk-nok
1816	264	รางพิกุล	Rang Phikun	rang-phikun
1817	264	วังน้ำเขียว	Wang Nam Khiao	wang-nam-khiao
1818	264	สระพัฒนา	Sa Phatthana	sa-phatthana
1819	264	สระสี่มุม	Sa Si Mum	sa-si-mum
1820	264	หนองกระทุ่ม	Nong Krathum	nong-krathum
1821	264	ห้วยขวาง	Huai Khwang	huai-khwang
1822	264	ห้วยม่วง	huai Muang	huai-muang
1823	264	ห้วยหมอนทอง	Huai Mon Thong	huai-mon-thong
1824	265	ดอนพุทรา	Don Phutsa	don-phutsa
1825	265	ดอนรวก	Don Ruak	don-ruak
1826	265	บ้านหลวง	Ban Luang	ban-luang
1827	265	ลำลูกบัว	Lam Luk Bua	lam-luk-bua
1828	265	ลำเหย	Lam Hoei	lam-hoei
1829	265	สามง่าม	Sam Ngam	sam-ngam
1830	265	ห้วยด้วน	Huai Duan	huai-duan
1831	265	ห้วยพระ	Huai Phra	huai-phra
1832	266	ขุนแก้ว	Khun Kaeo	khun-kaeo
1833	266	โคกพระเจดีย์	Khok Phra Chedi	khok-phra-chedi
1834	266	งิ้วราย	Ngio Rai	ngio-rai
1835	266	ดอนแฝก	Don Faek	don-faek
1836	266	ท่ากระชับ	Tha Krachap	tha-krachap
1837	266	ท่าตำหนัก	Tha Tamnak	tha-tamnak
1838	266	ท่าพระยา	Tha Phraya	tha-phraya
1839	266	ไทยาวาส	Thaiyawat	thaiyawat
1840	266	นครชัยศรี	Nakhon Chai Si	nakhon-chai-si
1841	266	บางกระเบา	Bang Krabao	bang-krabao
1842	266	บางแก้ว	Bang Kaeo	bang-kaeo
1843	266	บางแก้วฟ้า	Bang Kaeo Fa	bang-kaeo-fa
1844	266	บางพระ	Bang Phra	bang-phra
1845	266	บางระกำ	Bang Rakam	bang-rakam
1846	266	พะเนียด	Phaniat	phaniat
1847	266	ลานตากฟ้า	Lan Tak Fa	lan-tak-fa
1848	266	วัดแค	Wat Khae	wat-khae
1849	266	วัดละมุด	Wat Lamut	wat-lamut
1850	266	วัดสำโรง	Wat Samrong	wat-samrong
1851	266	ศรีมหาโพธิ์	Si Maha Pho	si-maha-pho
1852	266	ศรีษะทอง	Sisa Thong	sisa-thong
1853	266	สัมปทวน	Sampathuan	sampathuan
1854	266	ห้วยพลู	Huai Phlu	huai-phlu
1855	266	แหลมบัว	Laem Bua	laem-bua
1856	267	คลองนกกระทุง	Khlong Nok Krathung	khlong-nok-krathung
1857	267	ดอนตูม	Don Tum	don-tum
